spliced	intron
124815968	124815968-I
100208995	100208995-I
124815809	124815809-I
124815808	124815808-I
124815969	124815969-I
100201914	100201914-I
124815408	124815408-I
124815407	124815407-I
124815970	124815970-I
124815409	124815409-I
124815972	124815972-I
101238636	101238636-I
124815576	124815576-I
101238545	101238545-I
100204152	100204152-I
124815973	124815973-I
105850973	105850973-I
100198372	100198372-I
124815424	124815424-I
100199911	100199911-I
105843445	105843445-I
124815792	124815792-I
124815301	124815301-I
124815303	124815303-I
100197187	100197187-I
101239514	101239514-I
100204145	100204145-I
100203506	100203506-I
105844116	105844116-I
124815206	124815206-I
105844119	105844119-I
105844117	105844117-I
101236706	101236706-I
101237455	101237455-I
105849600	105849600-I
101240943	101240943-I
124815283	124815283-I
124815284	124815284-I
105844919	105844919-I
124815174	124815174-I
124815262	124815262-I
124815752	124815752-I
124815299	124815299-I
124815439	124815439-I
124815565	124815565-I
124815976	124815976-I
124815292	124815292-I
124815291	124815291-I
124815347	124815347-I
105844195	105844195-I
124815426	124815426-I
105848378	105848378-I
124815320	124815320-I
124815978	124815978-I
100200147	100200147-I
124815757	124815757-I
124815980	124815980-I
124815319	124815319-I
124815318	124815318-I
124815724	124815724-I
100209728	100209728-I
124815982	124815982-I
124815857	124815857-I
124815983	124815983-I
124815584	124815584-I
100203419	100203419-I
124815690	124815690-I
124815984	124815984-I
100210101	100210101-I
124815835	124815835-I
124815780	124815780-I
100198236	100198236-I
124815437	124815437-I
100213853	100213853-I
124815985	124815985-I
124815474	124815474-I
105845289	105845289-I
100211325	100211325-I
101239321	101239321-I
100213459	100213459-I
124815753	124815753-I
101237399	101237399-I
105844316	105844316-I
100202452	100202452-I
100202246	100202246-I
101236519	101236519-I
124815233	124815233-I
124815448	124815448-I
100210184	100210184-I
124815353	124815353-I
124815352	124815352-I
124816174	124816174-I
124815257	124815257-I
124815853	124815853-I
105845209	105845209-I
124815708	124815708-I
105845203	105845203-I
105849103	105849103-I
124815240	124815240-I
124815404	124815404-I
124815800	124815800-I
124815216	124815216-I
124815215	124815215-I
124815217	124815217-I
124815282	124815282-I
105851035	105851035-I
124815799	124815799-I
100205550	100205550-I
105847872	105847872-I
124815276	124815276-I
124815722	124815722-I
124815682	124815682-I
124815759	124815759-I
124815298	124815298-I
101238657	101238657-I
124815804	124815804-I
105844057	105844057-I
105844060	105844060-I
124815329	124815329-I
124815228	124815228-I
124815237	124815237-I
124815236	124815236-I
124815793	124815793-I
100205603	100205603-I
100204331	100204331-I
100214005	100214005-I
124815256	124815256-I
105849107	105849107-I
124815668	124815668-I
124815990	124815990-I
101234551	101234551-I
124815821	124815821-I
105849765	105849765-I
101234872	101234872-I
105845897	105845897-I
124815332	124815332-I
100213079	100213079-I
100202539	100202539-I
124815359	124815359-I
100199803	100199803-I
124815166	124815166-I
100209302	100209302-I
124815229	124815229-I
124815230	124815230-I
124815735	124815735-I
105847993	105847993-I
101240281	101240281-I
101236808	101236808-I
100206895	100206895-I
124816183	124816183-I
124815788	124815788-I
124815785	124815785-I
124816171	124816171-I
124815789	124815789-I
124815787	124815787-I
124815995	124815995-I
105846271	105846271-I
100212115	100212115-I
124815314	124815314-I
124815312	124815312-I
124815914	124815914-I
105845835	105845835-I
105843585	105843585-I
100208799	100208799-I
105843584	105843584-I
124815996	124815996-I
124815997	124815997-I
124815639	124815639-I
100208368	100208368-I
124815615	124815615-I
124815362	124815362-I
101236365	101236365-I
124815603	124815603-I
124815999	124815999-I
124816000	124816000-I
124815927	124815927-I
124815928	124815928-I
124816001	124816001-I
124815929	124815929-I
124815836	124815836-I
100213673	100213673-I
100203001	100203001-I
100199409	100199409-I
100207869	100207869-I
100205849	100205849-I
100214782	100214782-I
100199317	100199317-I
124815548	124815548-I
100203346	100203346-I
101234421	101234421-I
105846448	105846448-I
105847929	105847929-I
124815326	124815326-I
124816002	124816002-I
101235459	101235459-I
101235360	101235360-I
100209357	100209357-I
105844184	105844184-I
124815777	124815777-I
124815572	124815572-I
124816003	124816003-I
124815529	124815529-I
124815490	124815490-I
124815193	124815193-I
124816184	124816184-I
124816161	124816161-I
124816006	124816006-I
124816009	124816009-I
101235754	101235754-I
124815891	124815891-I
100212450	100212450-I
124816010	124816010-I
124815333	124815333-I
101241807	101241807-I
124815476	124815476-I
124815820	124815820-I
100213836	100213836-I
100210293	100210293-I
124815646	124815646-I
124816012	124816012-I
124815184	124815184-I
124815185	124815185-I
124815183	124815183-I
124815177	124815177-I
124815178	124815178-I
124816013	124816013-I
124816014	124816014-I
124815176	124815176-I
105849747	105849747-I
101237199	101237199-I
124815568	124815568-I
105845889	105845889-I
124816015	124816015-I
124815304	124815304-I
100206156	100206156-I
100199406	100199406-I
124816017	124816017-I
124815462	124815462-I
100198882	100198882-I
100214623	100214623-I
124816185	124816185-I
100202665	100202665-I
100206282	100206282-I
101238238	101238238-I
124815884	124815884-I
124815559	124815559-I
100201743	100201743-I
100208900	100208900-I
105850724	105850724-I
124815473	124815473-I
124816019	124816019-I
124815609	124815609-I
124815797	124815797-I
124815798	124815798-I
124815886	124815886-I
124815650	124815650-I
124816165	124816165-I
101241384	101241384-I
101235942	101235942-I
124815872	124815872-I
124815882	124815882-I
100198301	100198301-I
124815778	124815778-I
124815266	124815266-I
105848097	105848097-I
124816023	124816023-I
105843370	105843370-I
101239494	101239494-I
124815339	124815339-I
105845495	105845495-I
124815157	124815157-I
124815817	124815817-I
124815171	124815171-I
124815170	124815170-I
105844460	105844460-I
124816024	124816024-I
100214561	100214561-I
100199077	100199077-I
100210997	100210997-I
100204348	100204348-I
100205913	100205913-I
124815149	124815149-I
100211967	100211967-I
100206914	100206914-I
101234753	101234753-I
105847142	105847142-I
124815267	124815267-I
105847431	105847431-I
105845442	105845442-I
124815274	124815274-I
101239286	101239286-I
124815830	124815830-I
124815377	124815377-I
124815380	124815380-I
124815374	124815374-I
124816026	124816026-I
124815375	124815375-I
124815379	124815379-I
124816027	124816027-I
124816167	124816167-I
100200480	100200480-I
100215576	100215576-I
105849375	105849375-I
101234958	101234958-I
100215627	100215627-I
100203495	100203495-I
124815791	124815791-I
101235945	101235945-I
124816028	124816028-I
105844968	105844968-I
101239383	101239383-I
124815358	124815358-I
124816172	124816172-I
124815623	124815623-I
124816030	124816030-I
100203433	100203433-I
124815578	124815578-I
105844578	105844578-I
124815781	124815781-I
101238791	101238791-I
124815719	124815719-I
105847388	105847388-I
124816032	124816032-I
124815395	124815395-I
105845669	105845669-I
101237189	101237189-I
101238780	101238780-I
100212286	100212286-I
124815755	124815755-I
124815723	124815723-I
100201630	100201630-I
100203536	100203536-I
101240082	101240082-I
100201081	100201081-I
105849901	105849901-I
100206623	100206623-I
101235711	101235711-I
105846125	105846125-I
105846124	105846124-I
100207903	100207903-I
105846612	105846612-I
124815451	124815451-I
124815470	124815470-I
100203679	100203679-I
124815870	124815870-I
101235195	101235195-I
124815718	124815718-I
100207939	100207939-I
124815705	124815705-I
100199337	100199337-I
124815560	124815560-I
101236900	101236900-I
124816037	124816037-I
100203564	100203564-I
101241409	101241409-I
124815666	124815666-I
100198098	100198098-I
105845851	105845851-I
100213709	100213709-I
100199313	100199313-I
100213665	100213665-I
124815466	124815466-I
124815246	124815246-I
100207616	100207616-I
100205226	100205226-I
124815175	124815175-I
101237377	101237377-I
124815465	124815465-I
124815413	124815413-I
124816040	124816040-I
124815875	124815875-I
105850844	105850844-I
101241514	101241514-I
100205374	100205374-I
100202751	100202751-I
100206227	100206227-I
124815294	124815294-I
100209589	100209589-I
100206046	100206046-I
100198837	100198837-I
124815324	124815324-I
100211770	100211770-I
124816041	124816041-I
124816042	124816042-I
124815805	124815805-I
124815510	124815510-I
124815740	124815740-I
100204325	100204325-I
124816043	124816043-I
100211324	100211324-I
124816044	124816044-I
100200912	100200912-I
124815265	124815265-I
124815164	124815164-I
101238922	101238922-I
100202318	100202318-I
100213682	100213682-I
100204518	100204518-I
124815618	124815618-I
100215554	100215554-I
100200013	100200013-I
101238046	101238046-I
100210830	100210830-I
124815152	124815152-I
124816045	124816045-I
105849482	105849482-I
105850533	105850533-I
124815604	124815604-I
100212320	100212320-I
124815877	124815877-I
124815671	124815671-I
124815894	124815894-I
124815367	124815367-I
124815172	124815172-I
100205483	100205483-I
124815661	124815661-I
105845044	105845044-I
124816049	124816049-I
124816050	124816050-I
105846316	105846316-I
124815239	124815239-I
100209097	100209097-I
124815652	124815652-I
105845945	105845945-I
100211871	100211871-I
101236957	101236957-I
124816169	124816169-I
124816051	124816051-I
124816052	124816052-I
100213141	100213141-I
101236169	101236169-I
124815384	124815384-I
124815554	124815554-I
100208534	100208534-I
124816055	124816055-I
124815850	124815850-I
124815464	124815464-I
124816056	124816056-I
124815863	124815863-I
105848069	105848069-I
124816057	124816057-I
124815867	124815867-I
100198579	100198579-I
100214071	100214071-I
100209421	100209421-I
124815844	124815844-I
100210455	100210455-I
105846787	105846787-I
124816059	124816059-I
100212414	100212414-I
124816060	124816060-I
124816061	124816061-I
105843028	105843028-I
105843047	105843047-I
124816062	124816062-I
100204351	100204351-I
100207920	100207920-I
105845073	105845073-I
100207074	100207074-I
100210676	100210676-I
124816064	124816064-I
124816065	124816065-I
100202963	100202963-I
124816163	124816163-I
100209215	100209215-I
101237838	101237838-I
124815712	124815712-I
105848124	105848124-I
124815837	124815837-I
100198071	100198071-I
100215429	100215429-I
100205917	100205917-I
100208407	100208407-I
105843669	105843669-I
100203619	100203619-I
100207213	100207213-I
100206362	100206362-I
124816070	124816070-I
100207736	100207736-I
124815833	124815833-I
124815834	124815834-I
105843327	105843327-I
105843326	105843326-I
124815235	124815235-I
105845005	105845005-I
101237735	101237735-I
124815906	124815906-I
124815907	124815907-I
124815904	124815904-I
124815908	124815908-I
101240970	101240970-I
124816170	124816170-I
101239574	101239574-I
124815842	124815842-I
124815511	124815511-I
124815745	124815745-I
124815241	124815241-I
124815173	124815173-I
101235432	101235432-I
101237398	101237398-I
124815770	124815770-I
124815147	124815147-I
124816072	124816072-I
124816073	124816073-I
124816074	124816074-I
124815508	124815508-I
124815220	124815220-I
124815224	124815224-I
124815221	124815221-I
124815223	124815223-I
105849255	105849255-I
124815814	124815814-I
124816076	124816076-I
124815504	124815504-I
101239507	101239507-I
100205421	100205421-I
100204126	100204126-I
105851003	105851003-I
100213597	100213597-I
124816077	124816077-I
124816078	124816078-I
124815703	124815703-I
124816080	124816080-I
124815495	124815495-I
105845445	105845445-I
124816081	124816081-I
124815346	124815346-I
124815614	124815614-I
124815768	124815768-I
101235304	101235304-I
101234862	101234862-I
124816082	124816082-I
124815512	124815512-I
124816083	124816083-I
100209109	100209109-I
100212403	100212403-I
100198284	100198284-I
124815343	124815343-I
100212498	100212498-I
105845921	105845921-I
105845922	105845922-I
124815685	124815685-I
124816085	124816085-I
105843309	105843309-I
100202177	100202177-I
100215335	100215335-I
124815653	124815653-I
105850541	105850541-I
105843308	105843308-I
124815563	124815563-I
124815845	124815845-I
100212792	100212792-I
124815846	124815846-I
100208210	100208210-I
100198995	100198995-I
105848615	105848615-I
124815417	124815417-I
101237164	101237164-I
105844774	105844774-I
124815344	124815344-I
124815710	124815710-I
124815442	124815442-I
124815335	124815335-I
124816086	124816086-I
124815662	124815662-I
124815428	124815428-I
100206000	100206000-I
101238400	101238400-I
100197277	100197277-I
100213518	100213518-I
101234430	101234430-I
105849055	105849055-I
124815334	124815334-I
105843520	105843520-I
124815841	124815841-I
124815840	124815840-I
105847228	105847228-I
100215261	100215261-I
124816186	124816186-I
124815259	124815259-I
100206467	100206467-I
124816166	124816166-I
100203943	100203943-I
124816089	124816089-I
100210445	100210445-I
105845397	105845397-I
124815436	124815436-I
124816090	124816090-I
105847179	105847179-I
105848442	105848442-I
124815674	124815674-I
124816094	124816094-I
124816095	124816095-I
124815838	124815838-I
124816097	124816097-I
105846669	105846669-I
124815263	124815263-I
124815250	124815250-I
124815307	124815307-I
124815866	124815866-I
100205674	100205674-I
100209286	100209286-I
100212875	100212875-I
124815211	124815211-I
101241386	101241386-I
105849695	105849695-I
124816099	124816099-I
124815675	124815675-I
105848783	105848783-I
124815730	124815730-I
124816100	124816100-I
124815678	124815678-I
105847026	105847026-I
105843350	105843350-I
100203423	100203423-I
124816102	124816102-I
124815191	124815191-I
105845701	105845701-I
124815635	124815635-I
100202939	100202939-I
101239291	101239291-I
100205419	100205419-I
100201769	100201769-I
124815383	124815383-I
101236702	101236702-I
100201348	100201348-I
100204979	100204979-I
124815862	124815862-I
100208312	100208312-I
100210004	100210004-I
124815371	124815371-I
105846127	105846127-I
100211694	100211694-I
100203076	100203076-I
124815876	124815876-I
105847478	105847478-I
105847479	105847479-I
124815441	124815441-I
105845087	105845087-I
124815154	124815154-I
100210806	100210806-I
124816110	124816110-I
105850422	105850422-I
100200075	100200075-I
105848191	105848191-I
124815883	124815883-I
105843124	105843124-I
105843121	105843121-I
124815932	124815932-I
124815933	124815933-I
124815779	124815779-I
100207216	100207216-I
105849775	105849775-I
100200761	100200761-I
124815181	124815181-I
124815692	124815692-I
124815361	124815361-I
124815360	124815360-I
105844504	105844504-I
105846545	105846545-I
124805827	124805827-I
105848162	105848162-I
124815763	124815763-I
105846038	105846038-I
101236486	101236486-I
124816118	124816118-I
124815922	124815922-I
124815921	124815921-I
124815410	124815410-I
124815411	124815411-I
124815450	124815450-I
124815315	124815315-I
105844887	105844887-I
100200357	100200357-I
124815895	124815895-I
124815694	124815694-I
100213409	100213409-I
124815458	124815458-I
100204118	100204118-I
101237525	101237525-I
124815663	124815663-I
124815516	124815516-I
124815518	124815518-I
124815629	124815629-I
100205101	100205101-I
101234351	101234351-I
100203104	100203104-I
100205545	100205545-I
100207937	100207937-I
105845300	105845300-I
124815167	124815167-I
101240329	101240329-I
100198955	100198955-I
124816125	124816125-I
124816126	124816126-I
124816127	124816127-I
101239439	101239439-I
100214249	100214249-I
100205950	100205950-I
100215451	100215451-I
100197612	100197612-I
100205573	100205573-I
124816130	124816130-I
124815717	124815717-I
124815225	124815225-I
124815159	124815159-I
101236674	101236674-I
100203912	100203912-I
105849627	105849627-I
124816132	124816132-I
100210041	100210041-I
100205385	100205385-I
100199322	100199322-I
124815795	124815795-I
124816134	124816134-I
105843192	105843192-I
124815761	124815761-I
105847795	105847795-I
124816135	124816135-I
100197655	100197655-I
101237268	101237268-I
124815287	124815287-I
100201748	100201748-I
124815930	124815930-I
100204453	100204453-I
100200468	100200468-I
100204047	100204047-I
100214733	100214733-I
124815807	124815807-I
100203483	100203483-I
100209061	100209061-I
101236774	101236774-I
100208619	100208619-I
105847294	105847294-I
100210179	100210179-I
124815700	124815700-I
124815681	124815681-I
124815918	124815918-I
101238143	101238143-I
124816136	124816136-I
124816137	124816137-I
124815764	124815764-I
105847081	105847081-I
124816138	124816138-I
105845202	105845202-I
124816140	124816140-I
105845140	105845140-I
124815736	124815736-I
105850250	105850250-I
101241111	101241111-I
100211058	100211058-I
124815620	124815620-I
124815879	124815879-I
105845030	105845030-I
105845031	105845031-I
101239103	101239103-I
100214061	100214061-I
100206963	100206963-I
100214125	100214125-I
124815570	124815570-I
105846578	105846578-I
105847877	105847877-I
100203090	100203090-I
101241013	101241013-I
105845025	105845025-I
124815767	124815767-I
100210060	100210060-I
124815373	124815373-I
100203240	100203240-I
124815699	124815699-I
100203780	100203780-I
124816150	124816150-I
101240050	101240050-I
124815633	124815633-I
101236467	101236467-I
105843913	105843913-I
124816147	124816147-I
124815327	124815327-I
124815595	124815595-I
124815403	124815403-I
124815447	124815447-I
124815399	124815399-I
124815602	124815602-I
101235327	101235327-I
100204897	100204897-I
100201270	100201270-I
105844784	105844784-I
105844753	105844753-I
105844757	105844757-I
101236042	101236042-I
100209409	100209409-I
100201021	100201021-I
124816149	124816149-I
100210850	100210850-I
124815158	124815158-I
105843164	105843164-I
124815254	124815254-I
124815831	124815831-I
124815861	124815861-I
105848393	105848393-I
124815923	124815923-I
100214046	100214046-I
100214121	100214121-I
100205887	100205887-I
124815916	124815916-I
105845691	105845691-I
124815851	124815851-I
105844062	105844062-I
124815461	124815461-I
124815420	124815420-I
105843702	105843702-I
105843703	105843703-I
105846769	105846769-I
124816152	124816152-I
124815734	124815734-I
124815341	124815341-I
124815340	124815340-I
101236080	101236080-I
100211450	100211450-I
101240632	101240632-I
124815760	124815760-I
124815802	124815802-I
124815769	124815769-I
124815706	124815706-I
105846917	105846917-I
124815382	124815382-I
124815775	124815775-I
124815688	124815688-I
124815711	124815711-I
124815456	124815456-I
124815749	124815749-I
100209030	100209030-I
124816158	124816158-I
124816159	124816159-I
105850134	105850134-I
124815418	124815418-I
124815388	124815388-I
101237331	101237331-I
105848879	105848879-I
124815477	124815477-I
124815686	124815686-I
124815394	124815394-I
105846828	105846828-I
101240545	101240545-I
100210792	100210792-I
124815665	124815665-I
101239564	101239564-I
124815321	124815321-I
124815323	124815323-I
124815169	124815169-I
124815188	124815188-I
124815496	124815496-I
124815497	124815497-I
101240431	101240431-I
101235902	101235902-I
105844514	105844514-I
124815498	124815498-I
105846398	105846398-I
124815709	124815709-I
100206328	100206328-I
100197148	100197148-I
124815192	124815192-I
124815523	124815523-I
100215148	100215148-I
100207958	100207958-I
105847994	105847994-I
124815696	124815696-I
124815452	124815452-I
105847981	105847981-I
124815514	124815514-I
124815582	124815582-I
101238399	101238399-I
105848485	105848485-I
124815847	124815847-I
124815515	124815515-I
124815519	124815519-I
105844265	105844265-I
101241449	101241449-I
124815738	124815738-I
124815520	124815520-I
101234826	101234826-I
100206904	100206904-I
100201008	100201008-I
100201712	100201712-I
124815526	124815526-I
105846912	105846912-I
124815252	124815252-I
105847730	105847730-I
105847633	105847633-I
124815771	124815771-I
124815772	124815772-I
124815766	124815766-I
124815355	124815355-I
124815773	124815773-I
124815878	124815878-I
124815545	124815545-I
124815547	124815547-I
124815553	124815553-I
124815556	124815556-I
124815557	124815557-I
124815790	124815790-I
124815948	124815948-I
124815951	124815951-I
124815952	124815952-I
124815953	124815953-I
101236998	101236998-I
100205753	100205753-I
105844227	105844227-I
100204431	100204431-I
105844222	105844222-I
105844208	105844208-I
105844204	105844204-I
124815959	124815959-I
124815963	124815963-I
100207651	100207651-I
100198355	100198355-I
100203082	100203082-I
101236291	101236291-I
124815829	124815829-I
124815524	124815524-I
124815726	124815726-I
124815385	124815385-I
124815941	124815941-I
124815971	124815971-I
124815743	124815743-I
124815733	124815733-I
124815974	124815974-I
124815581	124815581-I
124815975	124815975-I
100204593	100204593-I
100198852	100198852-I
105843217	105843217-I
100203513	100203513-I
100198787	100198787-I
101234708	101234708-I
100203821	100203821-I
100202518	100202518-I
105851009	105851009-I
124815819	124815819-I
105847288	105847288-I
124815564	124815564-I
124815673	124815673-I
124815558	124815558-I
124815205	124815205-I
105844490	105844490-I
100198017	100198017-I
124815330	124815330-I
100202957	100202957-I
100213612	100213612-I
100198158	100198158-I
100206424	100206424-I
100199833	100199833-I
100207395	100207395-I
124815812	124815812-I
124815811	124815811-I
124815689	124815689-I
124815977	124815977-I
100198656	100198656-I
101237438	101237438-I
101237349	101237349-I
124815979	124815979-I
101237004	101237004-I
124815317	124815317-I
124815903	124815903-I
124815725	124815725-I
100202577	100202577-I
124815981	124815981-I
124815203	124815203-I
124815672	124815672-I
124815911	124815911-I
124815691	124815691-I
101239212	101239212-I
100212472	100212472-I
100210311	100210311-I
100214250	100214250-I
100215454	100215454-I
100203020	100203020-I
124816175	124816175-I
124815309	124815309-I
124815393	124815393-I
124815746	124815746-I
124815874	124815874-I
124815915	124815915-I
105844317	105844317-I
105844315	105844315-I
101239257	101239257-I
124815600	124815600-I
105843511	105843511-I
124815856	124815856-I
124815986	124815986-I
124815987	124815987-I
124815728	124815728-I
105844997	105844997-I
124815231	124815231-I
124815387	124815387-I
124815163	124815163-I
124815162	124815162-I
124815827	124815827-I
124816176	124816176-I
124816177	124816177-I
100209125	100209125-I
100203594	100203594-I
100205617	100205617-I
100200247	100200247-I
124815852	124815852-I
124815667	124815667-I
124815481	124815481-I
105845900	105845900-I
124815707	124815707-I
124815631	124815631-I
124815587	124815587-I
124815214	124815214-I
105849122	105849122-I
100205584	100205584-I
124816178	124816178-I
124816179	124816179-I
124815416	124815416-I
100210263	100210263-I
105847650	105847650-I
124815300	124815300-I
100203624	100203624-I
100212974	100212974-I
124815988	124815988-I
100198693	100198693-I
105843949	105843949-I
124815843	124815843-I
124805824	124805824-I
105850045	105850045-I
105844059	105844059-I
124815397	124815397-I
124815398	124815398-I
124815537	124815537-I
124815687	124815687-I
101237499	101237499-I
124815226	124815226-I
100213537	100213537-I
105848626	105848626-I
100209292	100209292-I
124815989	124815989-I
124815278	124815278-I
105846975	105846975-I
100202940	100202940-I
124815337	124815337-I
124815336	124815336-I
124815338	124815338-I
100208927	100208927-I
105844804	105844804-I
105844805	105844805-I
105846137	105846137-I
101237809	101237809-I
101239699	101239699-I
105844778	105844778-I
124815669	124815669-I
124815670	124815670-I
124815828	124815828-I
105844758	105844758-I
124815469	124815469-I
124815991	124815991-I
105843273	105843273-I
124815992	124815992-I
124815597	124815597-I
105846135	105846135-I
105850866	105850866-I
105846729	105846729-I
105850125	105850125-I
105848512	105848512-I
101239978	101239978-I
124815500	124815500-I
124815993	124815993-I
105849343	105849343-I
124815855	124815855-I
105848978	105848978-I
124815854	124815854-I
105844246	105844246-I
101239410	101239410-I
124815363	124815363-I
100210427	100210427-I
124815731	124815731-I
124815994	124815994-I
124815732	124815732-I
105847024	105847024-I
124815786	124815786-I
124815784	124815784-I
100215682	100215682-I
124815744	124815744-I
100205414	100205414-I
101240223	101240223-I
100204823	100204823-I
124815898	124815898-I
100206141	100206141-I
100213735	100213735-I
100215907	100215907-I
101241678	101241678-I
100203275	100203275-I
100205678	100205678-I
100212675	100212675-I
101239064	101239064-I
105845127	105845127-I
124815419	124815419-I
124815349	124815349-I
124815401	124815401-I
124815624	124815624-I
124815913	124815913-I
124815998	124815998-I
124815940	124815940-I
105847145	105847145-I
124815571	124815571-I
105847181	105847181-I
105845617	105845617-I
105846491	105846491-I
124815926	124815926-I
124815924	124815924-I
124815925	124815925-I
105848696	105848696-I
105847529	105847529-I
105845782	105845782-I
105847284	105847284-I
100209410	100209410-I
105848281	105848281-I
100201421	100201421-I
100214281	100214281-I
124815822	124815822-I
124815701	124815701-I
124815702	124815702-I
100198621	100198621-I
124815613	124815613-I
124815366	124815366-I
124816004	124816004-I
100213763	100213763-I
124816180	124816180-I
124816005	124816005-I
105845503	105845503-I
124815816	124815816-I
124816007	124816007-I
124816008	124816008-I
124815148	124815148-I
124815532	124815532-I
124815234	124815234-I
124815697	124815697-I
101239087	101239087-I
100205471	100205471-I
124815758	124815758-I
124815156	124815156-I
105845789	105845789-I
101235722	101235722-I
100213674	100213674-I
101241008	101241008-I
124815194	124815194-I
124815636	124815636-I
105845248	105845248-I
124815350	124815350-I
124815179	124815179-I
124815305	124815305-I
124816016	124816016-I
124815364	124815364-I
105847360	105847360-I
124816018	124816018-I
124815212	124815212-I
100198023	100198023-I
100214701	100214701-I
105847587	105847587-I
124815750	124815750-I
100210529	100210529-I
100207002	100207002-I
124815630	124815630-I
100199081	100199081-I
100197970	100197970-I
100206118	100206118-I
100197704	100197704-I
100202483	100202483-I
100213114	100213114-I
105843359	105843359-I
100198606	100198606-I
124816021	124816021-I
124815472	124815472-I
124815528	124815528-I
105850522	105850522-I
124815483	124815483-I
124815485	124815485-I
105848059	105848059-I
105848060	105848060-I
100210114	100210114-I
100206560	100206560-I
124815871	124815871-I
100198266	100198266-I
101241671	101241671-I
124815826	124815826-I
124815810	124815810-I
124815491	124815491-I
124815801	124815801-I
124815704	124815704-I
124816022	124816022-I
105848315	105848315-I
124815593	124815593-I
124815860	124815860-I
105844591	105844591-I
100212264	100212264-I
100211071	100211071-I
100198054	100198054-I
100213036	100213036-I
100212975	100212975-I
105844459	105844459-I
124815622	124815622-I
100197510	100197510-I
100200006	100200006-I
105843461	105843461-I
100203612	100203612-I
105843196	105843196-I
124815858	124815858-I
124815427	124815427-I
100199224	100199224-I
124815370	124815370-I
124815626	124815626-I
124816025	124816025-I
105847659	105847659-I
100202910	100202910-I
124815376	124815376-I
124815378	124815378-I
105846370	105846370-I
100209688	100209688-I
100213715	100213715-I
100205453	100205453-I
124815679	124815679-I
105848771	105848771-I
101241542	101241542-I
100213905	100213905-I
100206048	100206048-I
100209590	100209590-I
124815910	124815910-I
100202602	100202602-I
105848129	105848129-I
100215143	100215143-I
100212486	100212486-I
100210044	100210044-I
100213907	100213907-I
124816029	124816029-I
105850260	105850260-I
124816173	124816173-I
100215254	100215254-I
100199759	100199759-I
124815189	124815189-I
124815714	124815714-I
105847278	105847278-I
100211556	100211556-I
100207552	100207552-I
124816033	124816033-I
105847837	105847837-I
100199109	100199109-I
105849118	105849118-I
101237276	101237276-I
100208063	100208063-I
100204270	100204270-I
100197511	100197511-I
100211035	100211035-I
124816034	124816034-I
124815917	124815917-I
124815280	124815280-I
124815634	124815634-I
124815606	124815606-I
105848038	105848038-I
100212598	100212598-I
124815482	124815482-I
124815742	124815742-I
124815741	124815741-I
105844383	105844383-I
124815201	124815201-I
101237122	101237122-I
100203161	100203161-I
101237030	101237030-I
101236948	101236948-I
100209000	100209000-I
105845101	105845101-I
105845099	105845099-I
100212434	100212434-I
124815457	124815457-I
124816036	124816036-I
105845551	105845551-I
100199946	100199946-I
124815400	124815400-I
100202899	100202899-I
124815290	124815290-I
105847721	105847721-I
124816038	124816038-I
100213420	100213420-I
124815425	124815425-I
105850318	105850318-I
124815774	124815774-I
100212284	100212284-I
124816039	124816039-I
100215891	100215891-I
124815640	124815640-I
105847428	105847428-I
124815381	124815381-I
100204164	100204164-I
100200596	100200596-I
100197057	100197057-I
101237220	101237220-I
124815641	124815641-I
124815643	124815643-I
124815430	124815430-I
124815431	124815431-I
124815432	124815432-I
100202895	100202895-I
124815713	124815713-I
124815551	124815551-I
105850840	105850840-I
105850843	105850843-I
100202415	100202415-I
100213200	100213200-I
100202392	100202392-I
100211495	100211495-I
100198887	100198887-I
100200726	100200726-I
105845730	105845730-I
101236017	101236017-I
105850972	105850972-I
101235355	101235355-I
100211619	100211619-I
124815611	124815611-I
100198498	100198498-I
100211610	100211610-I
124815890	124815890-I
101238831	101238831-I
100198745	100198745-I
124815616	124815616-I
105845389	105845389-I
100203621	100203621-I
124815892	124815892-I
100211911	100211911-I
124815680	124815680-I
100199564	100199564-I
105850432	105850432-I
124815889	124815889-I
124815869	124815869-I
100211488	100211488-I
124815153	124815153-I
124815406	124815406-I
105846846	105846846-I
105846849	105846849-I
105846847	105846847-I
124816046	124816046-I
100210367	100210367-I
105846760	105846760-I
105847692	105847692-I
124816047	124816047-I
105845903	105845903-I
105850578	105850578-I
105850180	105850180-I
100198280	100198280-I
101235992	101235992-I
124816048	124816048-I
105845042	105845042-I
101235800	101235800-I
124815638	124815638-I
100208059	100208059-I
100199570	100199570-I
124815238	124815238-I
124815433	124815433-I
105844721	105844721-I
100214994	100214994-I
124815414	124815414-I
124815676	124815676-I
124815698	124815698-I
124816168	124816168-I
124815747	124815747-I
124815598	124815598-I
100197731	100197731-I
124816053	124816053-I
124815748	124815748-I
105846852	105846852-I
124816054	124816054-I
124815848	124815848-I
105846757	105846757-I
100203888	100203888-I
105851012	105851012-I
124815463	124815463-I
105845394	105845394-I
105845396	105845396-I
100201999	100201999-I
105846265	105846265-I
105846389	105846389-I
105844233	105844233-I
124816162	124816162-I
124816058	124816058-I
100213625	100213625-I
124816063	124816063-I
124815887	124815887-I
124815289	124815289-I
100203479	100203479-I
124815586	124815586-I
124816066	124816066-I
124816067	124816067-I
105848462	105848462-I
124816068	124816068-I
124815197	124815197-I
100209066	100209066-I
124815592	124815592-I
124816069	124816069-I
124815165	124815165-I
