spliced	intron
124815909	124815909-I
100215248	100215248-I
101235138	101235138-I
100205249	100205249-I
100211834	100211834-I
124815200	124815200-I
100198727	100198727-I
124815737	124815737-I
124815776	124815776-I
124815873	124815873-I
124815182	124815182-I
124815467	124815467-I
124815468	124815468-I
105843337	105843337-I
105845470	105845470-I
124816071	124816071-I
124815180	124815180-I
124815218	124815218-I
100211228	100211228-I
124815815	124815815-I
124815552	124815552-I
100202719	100202719-I
124805825	124805825-I
101241479	101241479-I
124815659	124815659-I
124815499	124815499-I
105847881	105847881-I
101237308	101237308-I
124815579	124815579-I
124815644	124815644-I
124815296	124815296-I
124815507	124815507-I
124815261	124815261-I
124816075	124816075-I
105848283	105848283-I
124815222	124815222-I
101235263	101235263-I
124815782	124815782-I
124815783	124815783-I
124815505	124815505-I
124815506	124815506-I
124815444	124815444-I
100202304	100202304-I
100210152	100210152-I
105846382	105846382-I
124815538	124815538-I
100211260	100211260-I
105850998	105850998-I
100213683	100213683-I
124816079	124816079-I
124816181	124816181-I
100207226	100207226-I
100201913	100201913-I
105846081	105846081-I
100215899	100215899-I
101238661	101238661-I
124815937	124815937-I
100199421	100199421-I
100210144	100210144-I
101235394	101235394-I
100200603	100200603-I
101235122	101235122-I
101234959	101234959-I
124815271	124815271-I
124815342	124815342-I
100199275	100199275-I
100205322	100205322-I
124815727	124815727-I
124815357	124815357-I
124815402	124815402-I
105845475	105845475-I
124815684	124815684-I
124816084	124816084-I
100205352	100205352-I
124815575	124815575-I
100207592	100207592-I
105843244	105843244-I
124815386	124815386-I
100200526	100200526-I
105844959	105844959-I
100202650	100202650-I
101240863	101240863-I
101240683	101240683-I
101240607	101240607-I
124815151	124815151-I
105847996	105847996-I
124815460	124815460-I
105843464	105843464-I
124815765	124815765-I
100197126	100197126-I
124815213	124815213-I
124816087	124816087-I
124815209	124815209-I
100206681	100206681-I
124815207	124815207-I
105849056	105849056-I
124815210	124815210-I
100208645	100208645-I
124815825	124815825-I
105849394	105849394-I
124815794	124815794-I
124816088	124816088-I
105848575	105848575-I
105844474	105844474-I
124815244	124815244-I
124815245	124815245-I
100200285	100200285-I
100208656	100208656-I
124815155	124815155-I
101239527	101239527-I
100215288	100215288-I
124815530	124815530-I
100208141	100208141-I
124815258	124815258-I
100199472	100199472-I
124815585	124815585-I
100212200	100212200-I
105845497	105845497-I
100206687	100206687-I
100203095	100203095-I
105845399	105845399-I
124815535	124815535-I
124815655	124815655-I
124815656	124815656-I
124815796	124815796-I
124815479	124815479-I
124815478	124815478-I
124816091	124816091-I
105848004	105848004-I
124816092	124816092-I
124816093	124816093-I
124816096	124816096-I
124816098	124816098-I
105846668	105846668-I
105847613	105847613-I
124815249	124815249-I
124815247	124815247-I
105844537	105844537-I
124816182	124816182-I
100215504	100215504-I
105844666	105844666-I
100213859	100213859-I
100210788	100210788-I
105844139	105844139-I
100213999	100213999-I
105844140	105844140-I
124815354	124815354-I
100214371	100214371-I
100209673	100209673-I
124815596	124815596-I
124815628	124815628-I
105849608	105849608-I
124815471	124815471-I
124815423	124815423-I
124816101	124816101-I
100208250	100208250-I
124816103	124816103-I
105843065	105843065-I
100204831	100204831-I
124816104	124816104-I
100208367	100208367-I
124816105	124816105-I
124815813	124815813-I
100200464	100200464-I
100214732	100214732-I
101236972	101236972-I
100211830	100211830-I
124815657	124815657-I
124815888	124815888-I
124815935	124815935-I
124815268	124815268-I
124815202	124815202-I
124816106	124816106-I
124815492	124815492-I
124816107	124816107-I
124816108	124816108-I
124816109	124816109-I
124815160	124815160-I
101239334	101239334-I
124815501	124815501-I
124815502	124815502-I
100207289	100207289-I
100214723	100214723-I
124816111	124816111-I
105845567	105845567-I
105848190	105848190-I
124816112	124816112-I
124815487	124815487-I
124815486	124815486-I
124805826	124805826-I
124815693	124815693-I
124815356	124815356-I
105846987	105846987-I
124815751	124815751-I
105843123	105843123-I
100205946	100205946-I
101238515	101238515-I
101238771	101238771-I
100197688	100197688-I
105843122	105843122-I
100214744	100214744-I
101238603	101238603-I
100207635	100207635-I
124815389	124815389-I
100209556	100209556-I
105844056	105844056-I
100204376	100204376-I
101237952	101237952-I
124816164	124816164-I
105847534	105847534-I
124815351	124815351-I
124815729	124815729-I
124816113	124816113-I
100199232	100199232-I
105848540	105848540-I
105846544	105846544-I
124816114	124816114-I
105848274	105848274-I
124816115	124816115-I
124815422	124815422-I
105847123	105847123-I
124816117	124816117-I
124816119	124816119-I
105845152	105845152-I
100204735	100204735-I
100208268	100208268-I
100211794	100211794-I
100207093	100207093-I
105846891	105846891-I
124815316	124815316-I
124815739	124815739-I
124816120	124816120-I
100211205	100211205-I
100210757	100210757-I
100215280	100215280-I
124816122	124816122-I
100196957	100196957-I
101240935	101240935-I
124816123	124816123-I
101241831	101241831-I
101238360	101238360-I
105847861	105847861-I
124815885	124815885-I
100214671	100214671-I
100199197	100199197-I
100209496	100209496-I
105845663	105845663-I
124816128	124816128-I
100202322	100202322-I
100202204	100202204-I
124816129	124816129-I
105843375	105843375-I
100214148	100214148-I
100213606	100213606-I
101238826	101238826-I
100203775	100203775-I
100211745	100211745-I
101237580	101237580-I
105849595	105849595-I
101236485	101236485-I
100200318	100200318-I
124815311	124815311-I
124815310	124815310-I
124816133	124816133-I
100206496	100206496-I
100202907	100202907-I
101240700	101240700-I
105843188	105843188-I
124815899	124815899-I
105843189	105843189-I
105843191	105843191-I
124815648	124815648-I
124815868	124815868-I
101237999	101237999-I
100211019	100211019-I
124815938	124815938-I
105850337	105850337-I
100210586	100210586-I
100207079	100207079-I
100200676	100200676-I
101239379	101239379-I
100204264	100204264-I
101239289	101239289-I
105846780	105846780-I
105847295	105847295-I
100206116	100206116-I
100213563	100213563-I
101240388	101240388-I
124815599	124815599-I
124815823	124815823-I
124815893	124815893-I
105848644	105848644-I
101238589	101238589-I
124815348	124815348-I
101239840	101239840-I
105846645	105846645-I
124816139	124816139-I
100207717	100207717-I
124815720	124815720-I
124815721	124815721-I
100207144	100207144-I
100198216	100198216-I
124816141	124816141-I
101240951	101240951-I
124815619	124815619-I
124816142	124816142-I
124815824	124815824-I
105845033	105845033-I
124815429	124815429-I
105845029	105845029-I
105846485	105846485-I
101235372	101235372-I
105846579	105846579-I
124815936	124815936-I
124815198	124815198-I
124816143	124816143-I
100211504	100211504-I
100208019	100208019-I
124816144	124816144-I
124815242	124815242-I
100213038	100213038-I
100207116	100207116-I
100203524	100203524-I
124815345	124815345-I
100210291	100210291-I
105849401	105849401-I
124815762	124815762-I
100212972	100212972-I
124816146	124816146-I
105850802	105850802-I
105849878	105849878-I
124815612	124815612-I
124815677	124815677-I
101237172	101237172-I
124815683	124815683-I
105845191	105845191-I
105850213	105850213-I
101237243	101237243-I
100215232	100215232-I
124816148	124816148-I
105844521	105844521-I
105844759	105844759-I
105847907	105847907-I
100206131	100206131-I
100202497	100202497-I
124815243	124815243-I
101241427	101241427-I
101241515	101241515-I
124815435	124815435-I
101241618	101241618-I
105849561	105849561-I
124816151	124816151-I
124815285	124815285-I
124815286	124815286-I
124815901	124815901-I
124815902	124815902-I
124815754	124815754-I
101236254	101236254-I
124816153	124816153-I
124816154	124816154-I
124816155	124816155-I
124816156	124816156-I
124815588	124815588-I
100207344	100207344-I
124816157	124816157-I
101239457	101239457-I
124815454	124815454-I
105845415	105845415-I
124815608	124815608-I
124815607	124815607-I
124815591	124815591-I
124815590	124815590-I
124815920	124815920-I
100212705	100212705-I
105847365	105847365-I
124816160	124816160-I
124816979	124816979-I
124816900	124816900-I
124816964	124816964-I
124816306	124816306-I
124816307	124816307-I
124816796	124816796-I
105847315	105847315-I
105848734	105848734-I
124816422	124816422-I
105847885	105847885-I
124816998	124816998-I
124816997	124816997-I
124816924	124816924-I
124816926	124816926-I
105844095	105844095-I
124816618	124816618-I
105844094	105844094-I
124816736	124816736-I
124816737	124816737-I
105847691	105847691-I
105847713	105847713-I
100204795	100204795-I
100204268	100204268-I
100211383	100211383-I
100198384	100198384-I
124816911	124816911-I
101236526	101236526-I
124816750	124816750-I
124816191	124816191-I
124816751	124816751-I
124816742	124816742-I
124816405	124816405-I
124816404	124816404-I
124816406	124816406-I
124816754	124816754-I
124816472	124816472-I
124816470	124816470-I
124816471	124816471-I
124816469	124816469-I
101236556	101236556-I
124816761	124816761-I
101234424	101234424-I
101234335	101234335-I
105849952	105849952-I
105846064	105846064-I
124816496	124816496-I
124816196	124816196-I
105846742	105846742-I
124816431	124816431-I
105847986	105847986-I
105847054	105847054-I
105845740	105845740-I
101240732	101240732-I
124816601	124816601-I
124817033	124817033-I
124817044	124817044-I
105850060	105850060-I
124816676	124816676-I
124816200	124816200-I
124816201	124816201-I
124816433	124816433-I
124816787	124816787-I
105843396	105843396-I
101235142	101235142-I
124816202	124816202-I
124816996	124816996-I
105843395	105843395-I
100204685	100204685-I
100201517	100201517-I
101239223	101239223-I
124817055	124817055-I
101239893	101239893-I
124816570	124816570-I
124816917	124816917-I
124816930	124816930-I
100198416	100198416-I
105848255	105848255-I
124817056	124817056-I
101234732	101234732-I
100200074	100200074-I
100213124	100213124-I
100208540	100208540-I
101235361	101235361-I
105844229	105844229-I
100197434	100197434-I
100206961	100206961-I
100213240	100213240-I
105845646	105845646-I
100204447	100204447-I
124817004	124817004-I
124816430	124816430-I
100204446	100204446-I
124816206	124816206-I
100202053	100202053-I
100198495	100198495-I
100213412	100213412-I
100205244	100205244-I
105843385	105843385-I
101235498	101235498-I
101235407	101235407-I
124816659	124816659-I
101236149	101236149-I
124816843	124816843-I
100201352	100201352-I
100208134	100208134-I
105846933	105846933-I
124816791	124816791-I
124816793	124816793-I
124816792	124816792-I
100208925	100208925-I
105844304	105844304-I
124817032	124817032-I
100211252	100211252-I
105847718	105847718-I
105850795	105850795-I
124816596	124816596-I
105845852	105845852-I
124816211	124816211-I
124816446	124816446-I
124816447	124816447-I
124816445	124816445-I
101239105	101239105-I
105844917	105844917-I
100197044	100197044-I
100212126	100212126-I
100215751	100215751-I
100211734	100211734-I
124816992	124816992-I
124816653	124816653-I
124816718	124816718-I
101235929	101235929-I
124816773	124816773-I
124816214	124816214-I
105849082	105849082-I
105849081	105849081-I
101241110	101241110-I
124816668	124816668-I
124816671	124816671-I
100203319	100203319-I
124816781	124816781-I
124816851	124816851-I
105847085	105847085-I
101235123	101235123-I
124816215	124816215-I
100204915	100204915-I
124816426	124816426-I
124816645	124816645-I
124816644	124816644-I
124816646	124816646-I
124817021	124817021-I
124816219	124816219-I
124816220	124816220-I
124816790	124816790-I
124816391	124816391-I
101239476	101239476-I
101239976	101239976-I
101235614	101235614-I
100208083	100208083-I
105850657	105850657-I
124816221	124816221-I
124816931	124816931-I
100201288	100201288-I
105846116	105846116-I
124816875	124816875-I
124816876	124816876-I
101240136	101240136-I
124816814	124816814-I
124816815	124816815-I
124816687	124816687-I
124816465	124816465-I
100203914	100203914-I
100198004	100198004-I
124817028	124817028-I
100214416	100214416-I
124816223	124816223-I
124816224	124816224-I
124816226	124816226-I
124816550	124816550-I
100214840	100214840-I
124816401	124816401-I
105844177	105844177-I
100203738	100203738-I
100201295	100201295-I
100210859	100210859-I
100198946	100198946-I
124817057	124817057-I
101241522	101241522-I
100204926	100204926-I
124816762	124816762-I
105845996	105845996-I
124816190	124816190-I
124816228	124816228-I
124816944	124816944-I
124816526	124816526-I
124816907	124816907-I
124816650	124816650-I
124816597	124816597-I
124816231	124816231-I
124816974	124816974-I
124816884	124816884-I
124816233	124816233-I
105847827	105847827-I
124817018	124817018-I
105849415	105849415-I
124816947	124816947-I
124817024	124817024-I
105849416	105849416-I
124816236	124816236-I
124816942	124816942-I
124816943	124816943-I
124816730	124816730-I
105847983	105847983-I
105847984	105847984-I
105844103	105844103-I
124816707	124816707-I
105845986	105845986-I
124805777	124805777-I
124816609	124816609-I
124816239	124816239-I
124816987	124816987-I
100201412	100201412-I
124816778	124816778-I
100209406	100209406-I
100203557	100203557-I
124817034	124817034-I
105850145	105850145-I
105850146	105850146-I
124817035	124817035-I
105846504	105846504-I
101239231	101239231-I
124816242	124816242-I
124816981	124816981-I
105845772	105845772-I
124816574	124816574-I
105845118	105845118-I
105844225	105844225-I
101241799	101241799-I
124816733	124816733-I
124816684	124816684-I
124816874	124816874-I
124816243	124816243-I
124816982	124816982-I
100200037	100200037-I
101237182	101237182-I
100201978	100201978-I
124816919	124816919-I
124816576	124816576-I
124816245	124816245-I
124816513	124816513-I
101235257	101235257-I
124816886	124816886-I
105844197	105844197-I
100207611	100207611-I
100215103	100215103-I
101236166	101236166-I
124816569	124816569-I
100215800	100215800-I
101236024	101236024-I
101236105	101236105-I
105844534	105844534-I
105844533	105844533-I
100192300	100192300-I
100209403	100209403-I
124817029	124817029-I
105846928	105846928-I
124816247	124816247-I
124816602	124816602-I
124816904	124816904-I
101240957	101240957-I
124816249	124816249-I
124816604	124816604-I
